dll,export,dll-hash,export-hash
kernel32.dll,ResolveLocaleName,0xd78acaf904a2cf36,0x75e369b16052f365
kernel32.dll,RestoreLastError,0xd78acaf904a2cf36,0x470d6334d3b66587
kernel32.dll,ResumeThread,0xd78acaf904a2cf36,0x3ed16c77f8c5d6a6
kernel32.dll,RtlAddFunctionTable,0xd78acaf904a2cf36,0xd9215b17d91c8a37
kernel32.dll,RtlCaptureContext,0xd78acaf904a2cf36,0x63b1f4a68582eee8
kernel32.dll,RtlCaptureStackBackTrace,0xd78acaf904a2cf36,0x459b768870464afe
kernel32.dll,RtlCompareMemory,0xd78acaf904a2cf36,0x8befc2f3ed085c0
kernel32.dll,RtlCopyMemory,0xd78acaf904a2cf36,0xa963ca094a940393
kernel32.dll,RtlDeleteFunctionTable,0xd78acaf904a2cf36,0xaa00e8fd4e0ae2d
kernel32.dll,RtlFillMemory,0xd78acaf904a2cf36,0x31b5fab2642531db
kernel32.dll,RtlInstallFunctionTableCallback,0xd78acaf904a2cf36,0xba05b0823c733221
kernel32.dll,RtlLookupFunctionEntry,0xd78acaf904a2cf36,0x8870d98e3bb723e8
kernel32.dll,RtlMoveMemory,0xd78acaf904a2cf36,0x89e6d4d778084794
kernel32.dll,RtlPcToFileHeader,0xd78acaf904a2cf36,0xe8d860decbf5f563
kernel32.dll,RtlRaiseException,0xd78acaf904a2cf36,0xab0f5f9b9c915901
kernel32.dll,RtlRestoreContext,0xd78acaf904a2cf36,0x2d54d892612398f3
kernel32.dll,RtlUnwind,0xd78acaf904a2cf36,0x4b65c61a43e8e473
kernel32.dll,RtlUnwindEx,0xd78acaf904a2cf36,0x286cf30a5b694ddc
kernel32.dll,RtlVirtualUnwind,0xd78acaf904a2cf36,0x49079a116f53131b
kernel32.dll,RtlZeroMemory,0xd78acaf904a2cf36,0xbe9bb7e95214f3fc
kernel32.dll,ScrollConsoleScreenBufferA,0xd78acaf904a2cf36,0xe7da7cc11db948c3
kernel32.dll,ScrollConsoleScreenBufferW,0xd78acaf904a2cf36,0xe7da7cfa11d9b020
kernel32.dll,SearchPathA,0xd78acaf904a2cf36,0x2b77a7b655ca8adb
kernel32.dll,SearchPathW,0xd78acaf904a2cf36,0x2b77a7b53adfd50a
kernel32.dll,SetCachedSigningLevel,0xd78acaf904a2cf36,0x411d472cee46326d
kernel32.dll,SetCalendarInfoA,0xd78acaf904a2cf36,0xa3db4f7b7ff4e9b3
kernel32.dll,SetCalendarInfoW,0xd78acaf904a2cf36,0xa3db4f703ad9dfaa
kernel32.dll,SetComPlusPackageInstallStatus,0xd78acaf904a2cf36,0x967d04b53d13ab19
kernel32.dll,SetCommBreak,0xd78acaf904a2cf36,0xe5532bad988a2a15
kernel32.dll,SetCommConfig,0xd78acaf904a2cf36,0x106b15b7f20ae0bd
kernel32.dll,SetCommMask,0xd78acaf904a2cf36,0x963bb693b7c03d87
kernel32.dll,SetCommState,0xd78acaf904a2cf36,0xf104672657d6b5d8
kernel32.dll,SetCommTimeouts,0xd78acaf904a2cf36,0x702f5cefbc594d15
kernel32.dll,SetComputerNameA,0xd78acaf904a2cf36,0x90cef47f8ce56a24
kernel32.dll,SetComputerNameEx2W,0xd78acaf904a2cf36,0xf315ab9941586f4c
kernel32.dll,SetComputerNameExA,0xd78acaf904a2cf36,0x70c9574e43a71e9b
kernel32.dll,SetComputerNameExW,0xd78acaf904a2cf36,0x70c95754fa288b83
kernel32.dll,SetComputerNameW,0xd78acaf904a2cf36,0x90cef48115767b40
kernel32.dll,SetConsoleActiveScreenBuffer,0xd78acaf904a2cf36,0x7a150c3b9d1a0fdc
kernel32.dll,SetConsoleCP,0xd78acaf904a2cf36,0xd8e4ed89c6311359
kernel32.dll,SetConsoleCtrlHandler,0xd78acaf904a2cf36,0x78edbb29c85f3ca
kernel32.dll,SetConsoleCursor,0xd78acaf904a2cf36,0x4dd04360817d67bc
kernel32.dll,SetConsoleCursorInfo,0xd78acaf904a2cf36,0xd942b2d9e6494579
kernel32.dll,SetConsoleCursorMode,0xd78acaf904a2cf36,0x27a1b1167a29e73b
kernel32.dll,SetConsoleCursorPosition,0xd78acaf904a2cf36,0x9753dd1f10abed92
kernel32.dll,SetConsoleDisplayMode,0xd78acaf904a2cf36,0x9f2648dfb6f82218
kernel32.dll,SetConsoleFont,0xd78acaf904a2cf36,0x59a71eacd16dda81
kernel32.dll,SetConsoleHardwareState,0xd78acaf904a2cf36,0x8225b0a761a17ba1
kernel32.dll,SetConsoleHistoryInfo,0xd78acaf904a2cf36,0x90f8029b0a24b7d
kernel32.dll,SetConsoleIcon,0xd78acaf904a2cf36,0x6ec05edddf7a1e9e
kernel32.dll,SetConsoleInputExeNameA,0xd78acaf904a2cf36,0x2bca68f434a7e483
kernel32.dll,SetConsoleInputExeNameW,0xd78acaf904a2cf36,0x2bca68fdf757e9bc
kernel32.dll,SetConsoleKeyShortcuts,0xd78acaf904a2cf36,0xcfec3211e14fb99
kernel32.dll,SetConsoleLocalEUDC,0xd78acaf904a2cf36,0x60a944dd36081650
kernel32.dll,SetConsoleMaximumWindowSize,0xd78acaf904a2cf36,0xe685546175cf31f4
kernel32.dll,SetConsoleMenuClose,0xd78acaf904a2cf36,0xcb09ab37e0d974ec
kernel32.dll,SetConsoleMode,0xd78acaf904a2cf36,0x75d8f9cf969b5a2e
kernel32.dll,SetConsoleNlsMode,0xd78acaf904a2cf36,0x3b9c8552ec2993f1
kernel32.dll,SetConsoleNumberOfCommandsA,0xd78acaf904a2cf36,0xd272c998c2ecfd43
kernel32.dll,SetConsoleNumberOfCommandsW,0xd78acaf904a2cf36,0xd272c998286bc843
kernel32.dll,SetConsoleOS2OemFormat,0xd78acaf904a2cf36,0x6ac15ae9c0b8c380
kernel32.dll,SetConsoleOutputCP,0xd78acaf904a2cf36,0x8287fb37001cf438
kernel32.dll,SetConsolePalette,0xd78acaf904a2cf36,0xf9c16234984730c1
kernel32.dll,SetConsoleScreenBufferInfoEx,0xd78acaf904a2cf36,0xdfc18b847cfb1eb5
kernel32.dll,SetConsoleScreenBufferSize,0xd78acaf904a2cf36,0xe3d9b4c4214ea41a
kernel32.dll,SetConsoleTextAttribute,0xd78acaf904a2cf36,0x9d3024ebbca86929
kernel32.dll,SetConsoleTitleA,0xd78acaf904a2cf36,0x7453c2bd56c817ac
kernel32.dll,SetConsoleTitleW,0xd78acaf904a2cf36,0x7453c2c3b3f451eb
kernel32.dll,SetConsoleWindowInfo,0xd78acaf904a2cf36,0xe8319e81578787a0
kernel32.dll,SetCriticalSectionSpinCount,0xd78acaf904a2cf36,0xd19297262ccea7a1
kernel32.dll,SetCurrentConsoleFontEx,0xd78acaf904a2cf36,0x6876c79b2bb5a325
kernel32.dll,SetCurrentDirectoryA,0xd78acaf904a2cf36,0xc8588526d7f0c91a
kernel32.dll,SetCurrentDirectoryW,0xd78acaf904a2cf36,0xc8588529c590244d
kernel32.dll,SetDefaultCommConfigA,0xd78acaf904a2cf36,0x82d36a28d65140f5
kernel32.dll,SetDefaultCommConfigW,0xd78acaf904a2cf36,0x82d36a33bd578ed6
kernel32.dll,SetDefaultDllDirectories,0xd78acaf904a2cf36,0x92ad7777ea3c6614
kernel32.dll,SetDllDirectoryA,0xd78acaf904a2cf36,0x780acd196f81c9b1
kernel32.dll,SetDllDirectoryW,0xd78acaf904a2cf36,0x780acd23cf4d891f
kernel32.dll,SetDynamicTimeZoneInformation,0xd78acaf904a2cf36,0xf7cda549df73aebf
kernel32.dll,SetEndOfFile,0xd78acaf904a2cf36,0x51523a313d4145e5
kernel32.dll,SetEnvironmentStringsA,0xd78acaf904a2cf36,0x93265e42643e98be
kernel32.dll,SetEnvironmentStringsW,0xd78acaf904a2cf36,0x93265e3f9cb509b6
kernel32.dll,SetEnvironmentVariableA,0xd78acaf904a2cf36,0xdca383decf7be3de
kernel32.dll,SetEnvironmentVariableW,0xd78acaf904a2cf36,0xdca383dcec069cfb
kernel32.dll,SetErrorMode,0xd78acaf904a2cf36,0xd52fca50f8b750fd
kernel32.dll,SetEvent,0xd78acaf904a2cf36,0x337874cf05e2f247
kernel32.dll,SetEventWhenCallbackReturns,0xd78acaf904a2cf36,0xbe5baf03f538e77c
kernel32.dll,SetFileApisToANSI,0xd78acaf904a2cf36,0x596c99e0539be4bd
kernel32.dll,SetFileApisToOEM,0xd78acaf904a2cf36,0xd90d02f18bc79377
kernel32.dll,SetFileAttributesA,0xd78acaf904a2cf36,0xba5352ca6b6302da
kernel32.dll,SetFileAttributesTransactedA,0xd78acaf904a2cf36,0x579fa8e825a3b501
kernel32.dll,SetFileAttributesTransactedW,0xd78acaf904a2cf36,0x579fa8eb81c1ed30
kernel32.dll,SetFileAttributesW,0xd78acaf904a2cf36,0xba5352cc92455096
kernel32.dll,SetFileBandwidthReservation,0xd78acaf904a2cf36,0x2ef8f6879af1e40a
kernel32.dll,SetFileCompletionNotificationModes,0xd78acaf904a2cf36,0xea8820286152cd7a
kernel32.dll,SetFileInformationByHandle,0xd78acaf904a2cf36,0x4495e114e65c102f
kernel32.dll,SetFileIoOverlappedRange,0xd78acaf904a2cf36,0x4128b997c7e4396c
kernel32.dll,SetFilePointer,0xd78acaf904a2cf36,0x90d30aafeba9061e
kernel32.dll,SetFilePointerEx,0xd78acaf904a2cf36,0xfbf4f9050e26f765
kernel32.dll,SetFileShortNameA,0xd78acaf904a2cf36,0x4301a4a0da270eb6
kernel32.dll,SetFileShortNameW,0xd78acaf904a2cf36,0x4301a49c8b6ef157
kernel32.dll,SetFileTime,0xd78acaf904a2cf36,0x4ac12889f2d3ac52
kernel32.dll,SetFileValidData,0xd78acaf904a2cf36,0x5a9bcf1dd00142f5
kernel32.dll,SetFirmwareEnvironmentVariableA,0xd78acaf904a2cf36,0x97cd48508eb2c6d7
kernel32.dll,SetFirmwareEnvironmentVariableExA,0xd78acaf904a2cf36,0x94244a7449615171
kernel32.dll,SetFirmwareEnvironmentVariableExW,0xd78acaf904a2cf36,0x94244a8ee87a0f38
kernel32.dll,SetFirmwareEnvironmentVariableW,0xd78acaf904a2cf36,0x97cd4851b63195d0
kernel32.dll,SetHandleCount,0xd78acaf904a2cf36,0x32dcc2dad5827a6a
kernel32.dll,SetHandleInformation,0xd78acaf904a2cf36,0x3626737554ebd7e7
kernel32.dll,SetInformationJobObject,0xd78acaf904a2cf36,0xed8201bf64628505
kernel32.dll,SetIoRateControlInformationJobObject,0xd78acaf904a2cf36,0xe51dedb699d82c9b
kernel32.dll,SetLastConsoleEventActive,0xd78acaf904a2cf36,0xf03deb21f0952974
kernel32.dll,SetLastError,0xd78acaf904a2cf36,0x1d5e411e20ddc653
kernel32.dll,SetLocalPrimaryComputerNameA,0xd78acaf904a2cf36,0x9e69cb7d53d56e93
kernel32.dll,SetLocalPrimaryComputerNameW,0xd78acaf904a2cf36,0x9e69cb7d6f57a597
kernel32.dll,SetLocalTime,0xd78acaf904a2cf36,0x254a3775a619ee6b
kernel32.dll,SetLocaleInfoA,0xd78acaf904a2cf36,0x391ef236b139df5c
kernel32.dll,SetLocaleInfoW,0xd78acaf904a2cf36,0x391ef2331436a564
kernel32.dll,SetMailslotInfo,0xd78acaf904a2cf36,0x507eeff47dd5786d
kernel32.dll,SetMessageWaitingIndicator,0xd78acaf904a2cf36,0x76ffbb97ecfbd80
kernel32.dll,SetNamedPipeAttribute,0xd78acaf904a2cf36,0xdc4472623a3be978
kernel32.dll,SetNamedPipeHandleState,0xd78acaf904a2cf36,0xf90bb18c52dd000f
kernel32.dll,SetPriorityClass,0xd78acaf904a2cf36,0xa7cadf42e526fe24
kernel32.dll,SetProcessAffinityMask,0xd78acaf904a2cf36,0x6581b685b088718c
kernel32.dll,SetProcessAffinityUpdateMode,0xd78acaf904a2cf36,0x40cee1a81c9caa9a
kernel32.dll,SetProcessDEPPolicy,0xd78acaf904a2cf36,0x56700c8c64df89a
kernel32.dll,SetProcessDefaultCpuSets,0xd78acaf904a2cf36,0xabe88ebdb24b4c6d
kernel32.dll,SetProcessInformation,0xd78acaf904a2cf36,0xbf23abbab18d3530
kernel32.dll,SetProcessMitigationPolicy,0xd78acaf904a2cf36,0x2bb8afc45a88941
kernel32.dll,SetProcessPreferredUILanguages,0xd78acaf904a2cf36,0x6109eddefcfa0f60
kernel32.dll,SetProcessPriorityBoost,0xd78acaf904a2cf36,0xf6665809dc2df797
kernel32.dll,SetProcessShutdownParameters,0xd78acaf904a2cf36,0xdc6a36ad845cab08
kernel32.dll,SetProcessWorkingSetSize,0xd78acaf904a2cf36,0xdb42d8ecb27f39dc
kernel32.dll,SetProcessWorkingSetSizeEx,0xd78acaf904a2cf36,0xa0b28c130629691f
kernel32.dll,SetProtectedPolicy,0xd78acaf904a2cf36,0xcae6737febbe0d7d
kernel32.dll,SetSearchPathMode,0xd78acaf904a2cf36,0x403e013e1318043d
kernel32.dll,SetStdHandle,0xd78acaf904a2cf36,0x11aa1f49f04fc21b
kernel32.dll,SetStdHandleEx,0xd78acaf904a2cf36,0x83f07e307e54532d
kernel32.dll,SetSystemFileCacheSize,0xd78acaf904a2cf36,0x61d8208476508030
kernel32.dll,SetSystemPowerState,0xd78acaf904a2cf36,0x64400bff743337e1
kernel32.dll,SetSystemTime,0xd78acaf904a2cf36,0xcc8c68feb45c45ea
kernel32.dll,SetSystemTimeAdjustment,0xd78acaf904a2cf36,0x82f34875588876af
kernel32.dll,SetTapeParameters,0xd78acaf904a2cf36,0x605f3a25a8a3d1b0
kernel32.dll,SetTapePosition,0xd78acaf904a2cf36,0xf91f4492a241ad54
kernel32.dll,SetTermsrvAppInstallMode,0xd78acaf904a2cf36,0xcc77d94a37354138
kernel32.dll,SetThreadAffinityMask,0xd78acaf904a2cf36,0xf45ed7822cbc8bbc
kernel32.dll,SetThreadContext,0xd78acaf904a2cf36,0xcff6d80d29c8769c
kernel32.dll,SetThreadDescription,0xd78acaf904a2cf36,0x3feaf146f769859d
kernel32.dll,SetThreadErrorMode,0xd78acaf904a2cf36,0xa5678723dca135db
kernel32.dll,SetThreadExecutionState,0xd78acaf904a2cf36,0x73271c92644a4f3a
kernel32.dll,SetThreadGroupAffinity,0xd78acaf904a2cf36,0x5b7cc870db9f3053
kernel32.dll,SetThreadIdealProcessor,0xd78acaf904a2cf36,0x66fa12a51a3f51d5
kernel32.dll,SetThreadIdealProcessorEx,0xd78acaf904a2cf36,0x175a85b225782b3
kernel32.dll,SetThreadInformation,0xd78acaf904a2cf36,0xd8913bea65b8139
kernel32.dll,SetThreadLocale,0xd78acaf904a2cf36,0x8b3ac8b1a1f0d083
kernel32.dll,SetThreadPreferredUILanguages,0xd78acaf904a2cf36,0x500cf322b6d968c4
kernel32.dll,SetThreadPriority,0xd78acaf904a2cf36,0xa8ca921c35b52144
kernel32.dll,SetThreadPriorityBoost,0xd78acaf904a2cf36,0x614541c4ac3ad504
kernel32.dll,SetThreadSelectedCpuSets,0xd78acaf904a2cf36,0xf9ccc1bbcf4e9723
kernel32.dll,SetThreadStackGuarantee,0xd78acaf904a2cf36,0xb7b6d8f985f67a64
kernel32.dll,SetThreadToken,0xd78acaf904a2cf36,0x10f893436f2165e6
kernel32.dll,SetThreadUILanguage,0xd78acaf904a2cf36,0x4bbae61ccc7196b4
kernel32.dll,SetThreadpoolStackInformation,0xd78acaf904a2cf36,0xba83aa3ffa854e45
kernel32.dll,SetThreadpoolThreadMaximum,0xd78acaf904a2cf36,0x8063d6d6da25d188
kernel32.dll,SetThreadpoolThreadMinimum,0xd78acaf904a2cf36,0xf2d2f8b1e4396d63
kernel32.dll,SetThreadpoolTimer,0xd78acaf904a2cf36,0xf66e7f82ce6bb9c5
kernel32.dll,SetThreadpoolTimerEx,0xd78acaf904a2cf36,0x614762dc2d2250cc
kernel32.dll,SetThreadpoolWait,0xd78acaf904a2cf36,0x8c82a20b122825c1
kernel32.dll,SetThreadpoolWaitEx,0xd78acaf904a2cf36,0xea817e8436b5c882
kernel32.dll,SetTimeZoneInformation,0xd78acaf904a2cf36,0xe338f007540fec05
kernel32.dll,SetTimerQueueTimer,0xd78acaf904a2cf36,0x2b1cb6734acabfa5
kernel32.dll,SetUmsThreadInformation,0xd78acaf904a2cf36,0x1abcce756e221e05
kernel32.dll,SetUnhandledExceptionFilter,0xd78acaf904a2cf36,0xb85381bed478fb35
kernel32.dll,SetUserGeoID,0xd78acaf904a2cf36,0x8dae54d821a0fe96
kernel32.dll,SetVDMCurrentDirectories,0xd78acaf904a2cf36,0x531292216933b7a4
kernel32.dll,SetVolumeLabelA,0xd78acaf904a2cf36,0x25e31d9d06ee0c62
kernel32.dll,SetVolumeLabelW,0xd78acaf904a2cf36,0x25e31d9e0b3814f2
kernel32.dll,SetVolumeMountPointA,0xd78acaf904a2cf36,0x46bda4283bff5ec3
kernel32.dll,SetVolumeMountPointW,0xd78acaf904a2cf36,0x46bda42288f8f8cd
kernel32.dll,SetVolumeMountPointWStub,0xd78acaf904a2cf36,0x9cbbb4cf747762a
kernel32.dll,SetWaitableTimer,0xd78acaf904a2cf36,0x50902b71e3fc3354
kernel32.dll,SetWaitableTimerEx,0xd78acaf904a2cf36,0x65efb8071f74fe0
kernel32.dll,SetXStateFeaturesMask,0xd78acaf904a2cf36,0xca23e38ea6202bb9
kernel32.dll,SetupComm,0xd78acaf904a2cf36,0x3c1aea4b37ce4299
kernel32.dll,ShowConsoleCursor,0xd78acaf904a2cf36,0xb37d62940e22381e
kernel32.dll,SignalObjectAndWait,0xd78acaf904a2cf36,0xdcb65538f236ca50
kernel32.dll,SizeofResource,0xd78acaf904a2cf36,0x1b7cbe3ba8e0289d
kernel32.dll,Sleep,0xd78acaf904a2cf36,0x33106dd33038e4a6
kernel32.dll,SleepConditionVariableCS,0xd78acaf904a2cf36,0x128ee4fb4fa6cede
kernel32.dll,SleepConditionVariableSRW,0xd78acaf904a2cf36,0xa6c2b19c45a8b2e6
kernel32.dll,SleepEx,0xd78acaf904a2cf36,0xc9c3d79be7f3cd47
kernel32.dll,SortCloseHandle,0xd78acaf904a2cf36,0x54c8121f73567c33
kernel32.dll,SortGetHandle,0xd78acaf904a2cf36,0xe158ad34c948a65b
kernel32.dll,StartThreadpoolIo,0xd78acaf904a2cf36,0x97edabac0e048f44
kernel32.dll,SubmitThreadpoolWork,0xd78acaf904a2cf36,0xdc2f721ef6a68
kernel32.dll,SuspendThread,0xd78acaf904a2cf36,0x7e6962929a3b7a90
kernel32.dll,SwitchToFiber,0xd78acaf904a2cf36,0x7df3d375a7e96118
kernel32.dll,SwitchToThread,0xd78acaf904a2cf36,0xfcdd5001a3ff98fa
kernel32.dll,SystemTimeToFileTime,0xd78acaf904a2cf36,0x73019af2dad982c7
kernel32.dll,SystemTimeToTzSpecificLocalTime,0xd78acaf904a2cf36,0x7195409792c9a0a9
kernel32.dll,SystemTimeToTzSpecificLocalTimeEx,0xd78acaf904a2cf36,0x6bbe1f3a6dc46ce4
kernel32.dll,TerminateJobObject,0xd78acaf904a2cf36,0x48a40fc0bb1d19cd
kernel32.dll,TerminateProcess,0xd78acaf904a2cf36,0xfebca49d7097f92b
kernel32.dll,TerminateThread,0xd78acaf904a2cf36,0x997407cc84f8594f
kernel32.dll,TermsrvAppInstallMode,0xd78acaf904a2cf36,0x2d4b9973d9c7bfa1
kernel32.dll,TermsrvConvertSysRootToUserDir,0xd78acaf904a2cf36,0x5a1367fd52267aa8
kernel32.dll,TermsrvCreateRegEntry,0xd78acaf904a2cf36,0xb1f07cd6aa3868c4
kernel32.dll,TermsrvDeleteKey,0xd78acaf904a2cf36,0x1ac5ce949f1f1f4
kernel32.dll,TermsrvDeleteValue,0xd78acaf904a2cf36,0x11909b1e2cb8b7e6
kernel32.dll,TermsrvGetPreSetValue,0xd78acaf904a2cf36,0xd2477f343202ebdc
kernel32.dll,TermsrvGetWindowsDirectoryA,0xd78acaf904a2cf36,0xfefdf52e1bc2936
kernel32.dll,TermsrvGetWindowsDirectoryW,0xd78acaf904a2cf36,0xfefdf5366a1b2ff
kernel32.dll,TermsrvOpenRegEntry,0xd78acaf904a2cf36,0xcc7d7cca1b750510
kernel32.dll,TermsrvOpenUserClasses,0xd78acaf904a2cf36,0x18399a62bca45acc
kernel32.dll,TermsrvRestoreKey,0xd78acaf904a2cf36,0x13d520b4e816ab8b
kernel32.dll,TermsrvSetKeySecurity,0xd78acaf904a2cf36,0xb66dc75a062cdc04
kernel32.dll,TermsrvSetValueKey,0xd78acaf904a2cf36,0xca519df7cd7738d6
kernel32.dll,TermsrvSyncUserIniFileExt,0xd78acaf904a2cf36,0x716491e221205318
kernel32.dll,Thread32First,0xd78acaf904a2cf36,0x1ac69c1e51dcf8a6
kernel32.dll,Thread32Next,0xd78acaf904a2cf36,0x4089fe5027b40bc2
kernel32.dll,TlsAlloc,0xd78acaf904a2cf36,0x2fe0ccd6c29dfe2b
kernel32.dll,TlsFree,0xd78acaf904a2cf36,0x2fddcbaf5270ed17
kernel32.dll,TlsGetValue,0xd78acaf904a2cf36,0x7cdd42e8c19245a4
kernel32.dll,TlsSetValue,0xd78acaf904a2cf36,0x316fd1766877131a
kernel32.dll,Toolhelp32ReadProcessMemory,0xd78acaf904a2cf36,0x311256f2bb955d54
kernel32.dll,TransactNamedPipe,0xd78acaf904a2cf36,0xafe8fffdd55c7680
kernel32.dll,TransmitCommChar,0xd78acaf904a2cf36,0x81946f427f88afe6
kernel32.dll,TryAcquireSRWLockExclusive,0xd78acaf904a2cf36,0x4358f9ea34884588
kernel32.dll,TryAcquireSRWLockShared,0xd78acaf904a2cf36,0x9fdf8c48a5bacce3
kernel32.dll,TryEnterCriticalSection,0xd78acaf904a2cf36,0x6e2eedad9e25279c
kernel32.dll,TrySubmitThreadpoolCallback,0xd78acaf904a2cf36,0x76c1f6f7160a12e7
kernel32.dll,TzSpecificLocalTimeToSystemTime,0xd78acaf904a2cf36,0x8d475b342911d0f0
kernel32.dll,TzSpecificLocalTimeToSystemTimeEx,0xd78acaf904a2cf36,0xbde03d5abef0307
kernel32.dll,UTRegister,0xd78acaf904a2cf36,0xf95a95d3e6d2bc72
kernel32.dll,UTUnRegister,0xd78acaf904a2cf36,0x8d462e0d580637bb
kernel32.dll,UmsThreadYield,0xd78acaf904a2cf36,0x5e00dde7c7c4754c
kernel32.dll,UnhandledExceptionFilter,0xd78acaf904a2cf36,0xb0d28e8b18c166c4
kernel32.dll,UnlockFile,0xd78acaf904a2cf36,0x2314b9e36bdca2de
kernel32.dll,UnlockFileEx,0xd78acaf904a2cf36,0xa86c4bce8f5a2333
kernel32.dll,UnmapViewOfFile,0xd78acaf904a2cf36,0x8a80b24b8df8183
kernel32.dll,UnmapViewOfFileEx,0xd78acaf904a2cf36,0x9811859b969d9b5a
kernel32.dll,UnregisterApplicationRecoveryCallback,0xd78acaf904a2cf36,0x33b6a420d3396f6f
kernel32.dll,UnregisterApplicationRestart,0xd78acaf904a2cf36,0xae286bc4621228d5
kernel32.dll,UnregisterBadMemoryNotification,0xd78acaf904a2cf36,0x513141b10ecc9514
kernel32.dll,UnregisterConsoleIME,0xd78acaf904a2cf36,0xc7887469089aff11
kernel32.dll,UnregisterWait,0xd78acaf904a2cf36,0x827191f13694d415
kernel32.dll,UnregisterWaitEx,0xd78acaf904a2cf36,0x8454fae6185936a0
kernel32.dll,UnregisterWaitUntilOOBECompleted,0xd78acaf904a2cf36,0xf30c3c9304f9c5b5
kernel32.dll,UpdateCalendarDayOfWeek,0xd78acaf904a2cf36,0x6bc3e1055b874802
kernel32.dll,UpdateProcThreadAttribute,0xd78acaf904a2cf36,0x6b602c8f65a526d3
kernel32.dll,UpdateResourceA,0xd78acaf904a2cf36,0x3a50fe5f0c07bd1a
kernel32.dll,UpdateResourceW,0xd78acaf904a2cf36,0x3a50fe60c5272f52
kernel32.dll,VDMConsoleOperation,0xd78acaf904a2cf36,0xa02535412341499b
kernel32.dll,VDMOperationStarted,0xd78acaf904a2cf36,0x337ae9cfa2bc68bc
kernel32.dll,VerLanguageNameA,0xd78acaf904a2cf36,0xed19e1745b03a490
kernel32.dll,VerLanguageNameW,0xd78acaf904a2cf36,0xed19e1683b9e65f6
kernel32.dll,VerSetConditionMask,0xd78acaf904a2cf36,0xca8d7375d9982363
kernel32.dll,VerifyConsoleIoHandle,0xd78acaf904a2cf36,0x499e5e69f4eaf6cc
kernel32.dll,VerifyScripts,0xd78acaf904a2cf36,0xd5db48bacd668f93
kernel32.dll,VerifyVersionInfoA,0xd78acaf904a2cf36,0x8bd0c3ac62fa5f24
kernel32.dll,VerifyVersionInfoW,0xd78acaf904a2cf36,0x8bd0c3a2efeef933
kernel32.dll,VirtualAlloc,0xd78acaf904a2cf36,0xe303adbfd54dd51d
kernel32.dll,VirtualAllocEx,0xd78acaf904a2cf36,0x203ab89e2863270c
kernel32.dll,VirtualAllocExNuma,0xd78acaf904a2cf36,0x530952c8bf937536
kernel32.dll,VirtualFree,0xd78acaf904a2cf36,0x191eb9f5fe3f420f
kernel32.dll,VirtualFreeEx,0xd78acaf904a2cf36,0x9af083ac4bbf0e2c
kernel32.dll,VirtualLock,0xd78acaf904a2cf36,0x12db3529b2450b10
kernel32.dll,VirtualProtect,0xd78acaf904a2cf36,0xc0e735f8bd1dfbe7
kernel32.dll,VirtualProtectEx,0xd78acaf904a2cf36,0x9740e7d1e0392aa9
kernel32.dll,VirtualQuery,0xd78acaf904a2cf36,0x26d16d5ffc249673
kernel32.dll,VirtualQueryEx,0xd78acaf904a2cf36,0x266fe11512d720a5
kernel32.dll,VirtualUnlock,0xd78acaf904a2cf36,0x4f9cac3267b80a9b
kernel32.dll,WTSGetActiveConsoleSessionId,0xd78acaf904a2cf36,0xd018f962d4a41ca5
kernel32.dll,WaitCommEvent,0xd78acaf904a2cf36,0x54fabeb3e1d9aa1a
kernel32.dll,WaitForDebugEvent,0xd78acaf904a2cf36,0x50ff4d0f814ea0a
kernel32.dll,WaitForDebugEventEx,0xd78acaf904a2cf36,0x6520d8b5eaf14344
kernel32.dll,WaitForMultipleObjects,0xd78acaf904a2cf36,0x3f822760d0584fc2
kernel32.dll,WaitForMultipleObjectsEx,0xd78acaf904a2cf36,0xf37e2d278196a920
kernel32.dll,WaitForSingleObject,0xd78acaf904a2cf36,0x910e414bafd501e4
kernel32.dll,WaitForSingleObjectEx,0xd78acaf904a2cf36,0xa2f1ed992e985cdb
kernel32.dll,WaitForThreadpoolIoCallbacks,0xd78acaf904a2cf36,0x2457946f97a19606
kernel32.dll,WaitForThreadpoolTimerCallbacks,0xd78acaf904a2cf36,0x7d6a6705761592e3
kernel32.dll,WaitForThreadpoolWaitCallbacks,0xd78acaf904a2cf36,0xfc4de0367c9887a2
kernel32.dll,WaitForThreadpoolWorkCallbacks,0xd78acaf904a2cf36,0x89906da2fe6877ee
kernel32.dll,WaitNamedPipeA,0xd78acaf904a2cf36,0x6df3a3c9584e6411
kernel32.dll,WaitNamedPipeW,0xd78acaf904a2cf36,0x6df3a3c701abb6d5
kernel32.dll,WakeAllConditionVariable,0xd78acaf904a2cf36,0xad820cda70e8fb58
kernel32.dll,WakeConditionVariable,0xd78acaf904a2cf36,0xf03d7992b7aa3376
kernel32.dll,WerGetFlags,0xd78acaf904a2cf36,0xf9c5ae0488352efb
kernel32.dll,WerGetFlagsWorker,0xd78acaf904a2cf36,0x1941ce3f4a8e61d8
kernel32.dll,WerRegisterAdditionalProcess,0xd78acaf904a2cf36,0x7761f532224bd662
kernel32.dll,WerRegisterCustomMetadata,0xd78acaf904a2cf36,0x42aa35ccfc9a0718
kernel32.dll,WerRegisterExcludedMemoryBlock,0xd78acaf904a2cf36,0xfa5f00e9af8bba67
kernel32.dll,WerRegisterFile,0xd78acaf904a2cf36,0x387526baf03c072f
